,Mock_A,Mock_B,Mock_C,Mock_D,Time12_A,Time12_B,Time12_C,Time12_D,Time24_A,Time24_B,Time24_C,Time24_D,Time72_A,Time72_B,Time72_C,Time72_D
Ca_29162.1|scaffold18417:147-947|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29163.1|scaffold18418:52-882|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29164.1|scaffold18418:1319-2146|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29165.1|scaffold18420:1530-2089|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29166.1|scaffold18421:1849-2244|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29167.1|scaffold18421:423-1416|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29168.1|scaffold18422:507-657|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29169.1|scaffold18424:900-1664|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29170.1|scaffold18427:1350-2413|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29171.1|scaffold18428:982-1430|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29172.1|scaffold18430:118-513|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29173.1|scaffold18434:1430-2659|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29174.1|scaffold18435:914-2327|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29175.1|scaffold18436:182-1045|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29176.1|scaffold18437:288-971|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29177.1|scaffold18438:52-774|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29178.1|scaffold18439:264-743|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29179.1|scaffold18440:132-1231|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29180.1|scaffold18443:74-1511|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29181.1|scaffold18445:15-1481|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29182.1|scaffold18446:625-1068|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29183.1|scaffold18448:38-1395|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29184.1|scaffold18449:11-1527|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29185.1|scaffold18450:14-690|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29186.1|scaffold18454:16-519|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29187.1|scaffold18454:669-1138|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29188.1|scaffold18456:23-1806|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29189.1|scaffold18457:17-266|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29190.1|scaffold18460:150-1332|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ca_29191.1|scaffold18464:382-951|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29192.1|scaffold18465:15-1513|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29193.1|scaffold18467:13-1392|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29194.1|scaffold18467:1627-2194|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29195.1|scaffold18468:142-1644|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29196.1|scaffold18470:520-1771|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29197.1|scaffold18470:1938-3110|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29198.1|scaffold18471:80-1618|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29199.1|scaffold18472:19-723|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29200.1|scaffold18473:479-1737|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29201.1|scaffold18474:175-1822|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29202.1|scaffold18481:42-917|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29203.1|scaffold18482:288-2495|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29204.1|scaffold18484:3465-4679|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29205.1|scaffold18484:905-1496|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29206.1|scaffold18484:1620-3105|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29207.1|scaffold18485:142-1345|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29208.1|scaffold18486:754-1256|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29209.1|scaffold18487:177-1328|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29210.1|scaffold18488:34-873|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29211.1|scaffold18491:138-1627|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29212.1|scaffold18494:1011-1256|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29213.1|scaffold18496:15-2275|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29214.1|scaffold18497:1262-1978|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29215.1|scaffold18497:114-611|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29216.1|scaffold18498:605-1862|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29217.1|scaffold18499:407-1718|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29218.1|scaffold18502:8-921|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29219.1|scaffold18503:293-1144|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29220.1|scaffold18507:25-1124|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29221.1|scaffold18509:1086-1487|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29222.1|scaffold18510:646-1079|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29223.1|scaffold18510:1262-1975|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29224.1|scaffold18511:530-1679|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29225.1|scaffold18512:73-1232|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29226.1|scaffold18513:670-1971|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29227.1|scaffold18513:10-480|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29228.1|scaffold18514:16-1676|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29229.1|scaffold18515:47-1878|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29230.1|scaffold18516:48-365|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29231.1|scaffold18517:2-1274|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29232.1|scaffold18518:1096-1693|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29233.1|scaffold18519:801-1134|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29234.1|scaffold18521:66-1999|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29235.1|scaffold18522:10-327|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29236.1|scaffold18525:419-1042|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29237.1|scaffold18525:27-240|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29238.1|scaffold18526:1534-2739|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29239.1|scaffold18527:160-840|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29240.1|scaffold18527:1083-1466|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29241.1|scaffold18530:29-2033|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29242.1|scaffold18531:19-1221|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29243.1|scaffold18536:12-647|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29244.1|scaffold18538:323-1496|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29245.1|scaffold18539:507-1855|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29246.1|scaffold18540:39-1424|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29247.1|scaffold18547:711-1430|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29248.1|scaffold18556:7444-9360|plus|,428,394,475,436,1526,1015,981,1865,1371,1469,765,925,395,570,432,56
Ca_29249.1|scaffold18575:4296-4547|minus|,2,0,0,0,1,6,0,0,0,0,0,3,0,0,5,0
Ca_29250.1|scaffold18579:10298-14902|plus|,157,176,151,157,878,442,956,1046,918,1544,483,316,107,155,145,15
Ca_29251.1|scaffold18593:2901-4761|minus|,101,126,46,83,7,12,24,14,50,64,13,0,0,0,1,0
Ca_29252.1|scaffold18596:2637-3152|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29253.1|scaffold18596:6808-7431|plus|,0,3,1,0,0,1,4,2,2,2,2,1,0,0,0,0
Ca_29254.1|scaffold18596:11605-14567|plus|,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Ca_29255.1|scaffold18607:309-1650|minus|,17,16,17,29,7,18,16,9,11,53,22,2,7,5,4,0
Ca_29256.1|scaffold18608:8363-8683|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29257.1|scaffold18609:99-1290|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29258.1|scaffold18618:5129-7024|minus|,171,284,88,131,148,171,130,98,137,504,196,75,0,0,1,0
Ca_29259.1|scaffold18643:27445-28094|minus|,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Ca_29260.1|scaffold18655:7793-10128|plus|,0,0,0,0,44,0,0,0,2,0,5,20,0,2,0,1
Ca_29261.1|scaffold18655:214-6780|plus|,52,5,68,8,143,0,0,0,122,0,89,80,2,0,73,0
Ca_29262.1|scaffold18670:234-402|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29263.1|scaffold18674:727-1171|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29264.1|scaffold18685:1043-1765|minus|,21,36,11,28,15,20,21,8,16,54,25,9,0,0,1,0
Ca_29265.1|scaffold18690:53-1546|minus|,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Ca_29266.1|scaffold18692:178-3583|plus|,0,0,0,1,1,1,2,0,5,1,0,2,0,0,1,0
Ca_29267.1|scaffold18722:9625-14046|plus|,3,8,4,5,1,15,4,2,2,22,2,1,0,0,0,0
Ca_29268.1|scaffold18723:11508-14904|plus|,15,16,16,7,2,9,2,0,29,76,37,6,0,0,0,0
Ca_29269.1|scaffold18725:1077-3779|plus|,16,12,11,21,0,4,6,0,7,19,5,0,0,0,0,0
Ca_29270.1|scaffold18731:681-1028|minus|,12,20,18,12,9,19,28,15,19,55,17,3,0,1,9,0
Ca_29271.1|scaffold18735:17320-25962|plus|,61,128,31,34,14,4,20,0,40,51,38,2,0,0,0,0
Ca_29272.1|scaffold18787:158-3089|minus|,12,23,11,20,0,5,5,0,6,28,1,0,0,0,0,0
Ca_29273.1|scaffold18800:82-297|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29274.1|scaffold18801:2133-4029|minus|,0,1,5,0,0,0,0,0,2,0,0,0,0,0,2,0
Ca_29275.1|scaffold18814:488-3298|plus|,106,163,59,130,49,73,128,34,98,186,40,8,0,0,0,0
Ca_29276.1|scaffold18815:8834-9394|minus|,4,9,3,11,0,2,6,4,6,15,8,0,0,0,1,0
Ca_29277.1|scaffold18817:840-3803|minus|,260,217,141,240,19,26,16,9,10,22,21,0,0,0,0,0
Ca_29278.1|scaffold18820:18549-19466|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29279.1|scaffold18820:34271-34858|minus|,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Ca_29280.1|scaffold18820:12062-13168|plus|,0,0,0,1,2,2,1,0,11,8,6,7,0,0,4,0
Ca_29281.1|scaffold18820:29345-30417|minus|,173,220,138,175,110,95,163,78,149,271,114,60,17,3,30,3
Ca_29282.1|scaffold18820:3259-8535|minus|,45,103,43,59,356,276,569,283,591,1258,589,166,30,42,58,6
Ca_29283.1|scaffold18820:14504-16189|minus|,38,106,35,34,101,86,139,70,135,313,144,100,11,20,21,1
Ca_29284.1|scaffold18823:16881-17276|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29285.1|scaffold18823:5451-6565|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29286.1|scaffold18837:3686-3994|plus|,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29287.1|scaffold18850:8085-10449|minus|,11,196,0,0,92,27,8,22,109,345,162,99,0,0,0,0
Ca_29288.1|scaffold18851:2968-4081|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29289.1|scaffold18851:6199-12166|minus|,3,10,3,4,0,1,1,0,3,2,0,0,0,0,2,0
Ca_29290.1|scaffold18855:7127-9264|minus|,0,0,5,6,10,3,17,2,0,26,13,0,0,0,4,0
Ca_29291.1|scaffold18857:1554-6839|minus|,59,97,60,90,90,76,128,82,114,282,171,38,5,4,11,0
Ca_29292.1|scaffold18858:1664-2014|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29293.1|scaffold18859:2560-3927|plus|,19,22,19,23,26,9,27,18,21,58,21,2,2,3,1,0
Ca_29294.1|scaffold18881:2418-2678|minus|,0,1,1,0,1,1,4,2,2,2,4,3,1,0,0,0
Ca_29295.1|scaffold18895:2087-2314|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29296.1|scaffold18902:161-1185|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29297.1|scaffold18915:162-1207|minus|,33,58,13,41,11,16,29,6,38,78,39,2,0,0,2,0
Ca_29298.1|scaffold18923:405-3982|plus|,253,404,7,139,4,3,0,2,170,93,3,9,0,0,0,0
Ca_29299.1|scaffold18936:180-1055|plus|,285,464,198,277,433,455,628,406,417,1078,529,208,66,54,119,4
Ca_29300.1|scaffold18940:6114-6524|minus|,1,3,4,0,0,0,0,0,0,3,0,3,0,0,3,0
Ca_29301.1|scaffold18940:891-1728|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29302.1|scaffold18955:2228-3345|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29303.1|scaffold18966:255-6356|plus|,223,313,202,293,82,96,123,80,98,327,154,29,0,8,7,3
Ca_29304.1|scaffold18992:17323-20375|plus|,15,12,5,0,0,2,9,2,31,59,31,2,0,0,0,0
Ca_29305.1|scaffold19006:20-391|minus|,0,11,0,2,0,0,0,3,0,0,0,0,0,0,0,0
Ca_29306.1|scaffold19008:272-999|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29307.1|scaffold19019:2888-3280|plus|,68,1,25,0,2,2,3,0,468,105,24,16,0,0,0,0
Ca_29308.1|scaffold19029:7453-10804|plus|,261,439,194,311,1045,803,1094,926,845,1890,1019,622,46,54,107,7
Ca_29309.1|scaffold19029:424-886|plus|,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ca_29310.1|scaffold19030:6661-10115|minus|,108,132,104,84,100,129,162,68,130,427,193,55,4,1,13,0
Ca_29311.1|scaffold19035:1227-3750|plus|,3,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0
Ca_29312.1|scaffold19051:13413-17992|plus|,486,260,839,536,1086,778,1406,1363,2481,2796,1525,864,1739,2144,1695,163
Ca_29313.1|scaffold19054:727-1125|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29314.1|scaffold19056:10927-12318|minus|,13,18,7,13,9,7,9,5,8,22,5,0,0,0,1,0
Ca_29315.1|scaffold19056:8543-9238|plus|,50,28,34,56,93,17,46,15,36,85,24,8,6,7,11,1
Ca_29316.1|scaffold19056:13683-16352|plus|,78,153,91,97,129,133,194,128,185,382,170,82,26,40,34,6
Ca_29317.1|scaffold19056:1519-3275|plus|,259,166,179,227,228,104,305,277,528,365,171,98,30,65,45,4
Ca_29318.1|scaffold19068:17734-19575|minus|,14,28,4,3,7,6,12,0,6,18,10,0,0,0,0,0
Ca_29319.1|scaffold19070:602-1261|minus|,34,61,18,22,7,4,12,13,13,3,4,3,0,0,2,0
Ca_29320.1|scaffold19076:320-2970|minus|,23,22,7,17,10,4,5,5,31,36,18,9,0,0,2,0
Ca_29321.1|scaffold19080:26364-26864|minus|,8,9,2,1,0,0,0,0,3,0,1,0,0,0,0,0
Ca_29322.1|scaffold19080:467-5598|plus|,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0
Ca_29323.1|scaffold19080:9102-14325|plus|,105,68,73,87,299,374,172,198,43,228,178,277,39,40,91,0
Ca_29324.1|scaffold19080:16747-17529|plus|,5,11,10,9,13,14,15,1,4,32,15,4,1,0,0,0
Ca_29325.1|scaffold19083:7005-10171|plus|,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ca_29326.1|scaffold19093:21866-24200|minus|,2048,3357,1595,2437,1957,2438,3441,1555,3426,7352,3200,536,131,202,175,33
Ca_29327.1|scaffold19093:13169-18544|plus|,1620,1396,1557,1433,848,836,908,643,1564,2800,1138,325,108,241,34,24
Ca_29328.1|scaffold19093:2676-7167|plus|,107,158,81,105,177,265,238,156,182,549,313,139,21,40,31,2
Ca_29328.2|scaffold19093:2458-7386|plus|,0,28,4,5,38,67,39,22,26,100,19,10,0,15,2,4
Ca_29329.1|scaffold19097:225-966|plus|,4,6,4,0,24,43,27,31,13,34,14,8,2,1,2,0
Ca_29330.1|scaffold19136:6502-8903|plus|,0,3,0,0,26,5,0,10,3,10,7,0,3,1,4,0
Ca_29331.1|scaffold19136:714-4191|plus|,250,361,176,369,37,46,58,35,60,136,34,8,8,6,8,1
Ca_29332.1|scaffold19137:3474-4690|plus|,30,28,17,29,15,21,23,0,30,58,28,9,4,0,10,0
Ca_29333.1|scaffold19154:482-923|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29334.1|scaffold19172:4294-4966|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29335.1|scaffold19175:283-1930|plus|,67,155,31,74,157,152,184,126,175,482,235,85,19,27,31,0
Ca_29336.1|scaffold19176:283-2040|plus|,80,198,31,62,158,172,210,139,171,495,266,85,21,19,34,0
Ca_29337.1|scaffold19178:792-1267|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29338.1|scaffold19186:2810-4597|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29339.1|scaffold19188:7297-13413|plus|,60,88,113,171,0,0,11,11,24,38,8,12,0,0,0,0
Ca_29340.1|scaffold19200:54-577|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29341.1|scaffold19201:1834-4295|minus|,1,22,0,1,0,15,0,0,4,0,0,17,0,2,0,0
Ca_29342.1|scaffold19210:1725-3605|minus|,0,0,0,0,155,61,67,214,0,20,11,0,16,0,161,0
Ca_29343.1|scaffold19211:20506-21627|plus|,154,186,96,158,278,380,282,306,282,533,267,114,16,37,50,3
Ca_29344.1|scaffold19211:1095-3026|minus|,4,19,4,2,5,7,6,6,5,9,2,9,7,14,3,2
Ca_29345.1|scaffold19213:6918-7835|minus|,8,2,7,8,10,8,5,4,4,16,11,2,0,0,0,0
Ca_29346.1|scaffold19216:248-1906|minus|,48,90,66,62,36,102,104,55,73,210,130,38,6,15,9,5
Ca_29347.1|scaffold19229:227-707|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29348.1|scaffold19229:4964-6518|plus|,1181,1151,1288,1398,1090,910,936,991,809,1589,714,621,338,420,519,20
Ca_29349.1|scaffold19231:12158-17264|minus|,0,2,0,1,2,3,4,0,3,13,2,2,0,0,0,0
Ca_29350.1|scaffold19238:55-703|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29351.1|scaffold19245:730-1486|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29352.1|scaffold19252:6-597|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29353.1|scaffold19254:805-1471|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29354.1|scaffold19262:7737-13695|plus|,401,317,52,122,0,2,6,3,17,10,0,0,0,0,0,3
Ca_29355.1|scaffold19268:159-2184|minus|,88,181,81,124,131,154,75,24,104,166,61,17,2,0,1,0
Ca_29356.1|scaffold19270:11610-16699|plus|,105,47,46,34,146,251,134,70,102,447,306,20,1,0,0,0
Ca_29357.1|scaffold19273:1465-7052|plus|,20,64,22,26,30,50,88,13,50,177,92,51,6,1,2,0
Ca_29358.1|scaffold19279:5259-6302|plus|,15,47,17,13,30,37,52,37,49,123,64,16,1,13,8,0
Ca_29359.1|scaffold19279:9305-17721|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29360.1|scaffold19295:11206-12819|minus|,0,0,0,659,0,2176,3,4685,0,3690,1139,0,0,0,0,2
Ca_29361.1|scaffold19295:5225-5671|minus|,0,0,0,1,0,0,0,2,0,4,1,0,0,0,0,0
Ca_29362.1|scaffold19296:674-2177|minus|,0,0,0,9,55,58,64,0,0,125,50,0,5,0,17,0
Ca_29363.1|scaffold19324:4349-5101|minus|,4,18,12,13,14,34,25,0,13,67,16,11,0,2,5,3
Ca_29364.1|scaffold19346:1801-9952|minus|,42,57,42,49,39,35,72,25,59,177,93,15,1,2,0,0
Ca_29365.1|scaffold19369:9829-11605|plus|,742,579,681,7,0,0,870,1293,882,0,998,380,494,447,827,19
Ca_29366.1|scaffold19382:1327-2621|plus|,25,51,47,38,0,161,334,217,431,278,116,109,5,33,16,4
Ca_29367.1|scaffold19387:8000-8672|minus|,67,109,79,34,61,30,258,13,88,400,67,8,0,0,0,0
Ca_29368.1|scaffold19391:794-1996|plus|,93,237,73,119,123,166,244,125,286,749,428,37,10,7,22,2
Ca_29369.1|scaffold19395:3730-4269|minus|,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
Ca_29370.1|scaffold19401:709-2798|plus|,37,28,34,40,37,18,40,33,31,92,57,13,2,3,8,0
Ca_29371.1|scaffold19413:6410-8115|minus|,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0
Ca_29372.1|scaffold19417:7714-11195|plus|,35,65,28,31,7,7,16,2,21,51,9,2,0,2,0,0
Ca_29373.1|scaffold19428:11818-18985|plus|,120,342,86,93,1166,279,1778,180,1063,2180,878,533,14,28,40,2
Ca_29374.1|scaffold19428:3740-4177|minus|,3,2,2,6,33,12,74,26,58,35,18,25,1,3,6,0
Ca_29375.1|scaffold19435:832-1071|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29376.1|scaffold19447:530-1871|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29377.1|scaffold19457:1057-1845|plus|,245,783,260,266,407,465,808,234,549,1504,768,154,5,4,4,0
Ca_29378.1|scaffold19457:3941-4102|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29379.1|scaffold19470:1198-2061|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29380.1|scaffold19489:2731-7328|minus|,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ca_29381.1|scaffold19489:13579-17578|minus|,0,9,0,15,3,0,0,0,0,5,14,0,0,0,0,0
Ca_29382.1|scaffold19490:188-592|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29383.1|scaffold19501:1050-2098|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29384.1|scaffold19502:1050-2179|plus|,175,212,146,195,204,226,269,190,274,570,325,109,28,48,45,3
Ca_29385.1|scaffold19504:354-670|plus|,12,11,9,7,1,14,26,16,18,39,31,11,5,3,4,0
Ca_29386.1|scaffold19535:4358-8973|plus|,1,12,13,5,3,5,10,4,10,19,18,1,2,3,0,0
Ca_29387.1|scaffold19535:9830-11321|minus|,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
Ca_29388.1|scaffold19537:6542-10462|plus|,8,18,8,10,0,1,5,0,6,9,13,2,0,0,0,0
Ca_29389.1|scaffold19543:359-856|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_29390.1|scaffold19569:9365-13019|plus|,0,0,0,13,3,2,10,1,0,36,22,6,0,0,0,0
Ca_29391.1|scaffold19570:3655-4534|plus|,2,3,0,20,10,11,3,4,0,38,18,0,0,0,1,0
Ca_29392.1|scaffold19579:248-704|minus|,38,58,56,31,261,199,282,256,327,332,205,161,22,52,38,4
Ca_29393.1|scaffold19593:2730-5152|plus|,26,61,21,26,19,31,39,7,49,132,74,3,0,7,0,0
Ca_29394.1|scaffold19601:249-1190|plus|,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ca_29395.1|scaffold19607:128-838|minus|,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ca_29396.1|scaffold19618:1199-3733|minus|,35,31,45,31,29,29,60,10,61,172,74,35,0,8,2,0
Ca_29397.1|scaffold19618:5376-15492|minus|,73,70,62,105,129,78,126,73,155,402,170,88,22,23,30,2
Ca_29398.1|scaffold19620:179-1191|minus|,1,1,0,5,4,5,2,4,0,3,2,3,0,0,0,0
Ca_29399.1|scaffold19628:3333-5882|plus|,91,68,45,26,18,14,55,5,35,72,21,0,0,0,0,0
Ca_29400.1|scaffold19639:702-878|plus|,0,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0
Ca_29401.1|scaffold19644:131-882|plus|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
